congress,bill_number,bill_type,bill_subject
116,7114,hr,Income tax exclusion
116,7114,hr,Infectious and parasitic diseases
116,7114,hr,"Interest, dividends, interest rates"
116,7114,hr,Student aid and college costs
116,5699,hr,Agricultural marketing and promotion
116,5699,hr,Agricultural research
116,5083,hr,Appropriations
116,5083,hr,Budget deficits and national debt
116,5083,hr,Budget process
116,5083,hr,Congressional oversight
116,5083,hr,Congressional-executive branch relations
116,5083,hr,Federal Reserve System
116,5083,hr,Government corporations and government-sponsored enterprises
116,5083,hr,Government trust funds
116,5083,hr,Housing finance and home ownership
116,5083,hr,"Interest, dividends, interest rates"
116,5083,hr,Legislative rules and procedure
116,5083,hr,"Presidents and presidential powers, Vice Presidents"
116,5083,hr,Securities
116,5083,hr,Social security and elderly assistance
116,3130,hr,Age discrimination
116,3130,hr,Employment discrimination and employee rights
116,8789,hr,Adult education and literacy
116,8789,hr,Congressional oversight
116,8789,hr,Elementary and secondary education
116,8789,hr,Employment and training programs
116,8789,hr,Government information and archives
116,8789,hr,Higher education
116,8789,hr,Intergovernmental relations
116,7040,hr,Congressional tributes
116,7040,hr,Florida
116,7040,hr,"Government buildings, facilities, and property"
116,7040,hr,Postal service
116,6689,hr,Congressional oversight
116,6689,hr,Executive agency funding and structure
116,6689,hr,Federal officials
116,6689,hr,"Government ethics and transparency, public corruption"
116,6689,hr,Government information and archives
116,6017,hr,Bankruptcy
116,6017,hr,Federal appellate courts
116,6017,hr,"Government ethics and transparency, public corruption"
116,6017,hr,Government information and archives
116,6017,hr,Intellectual property
116,6017,hr,Internet and video services
116,6017,hr,"Internet, web applications, social media"
116,6017,hr,Judges
116,6017,hr,Legal fees and court costs
116,6017,hr,Supreme Court
116,6017,hr,User charges and fees
116,4917,hr,Congressional oversight
116,4917,hr,Educational facilities and institutions
116,4917,hr,Elementary and secondary education
116,4917,hr,Government studies and investigations
116,4917,hr,Military personnel and dependents
116,8894,hr,Abortion
116,8894,hr,"Drug safety, medical device, and laboratory regulation"
116,8894,hr,Food and Drug Administration (FDA)
116,8894,hr,Prescription drugs
116,8894,hr,State and local government operations
116,5334,hr,"Forests, forestry, trees"
116,5334,hr,Roads and highways
116,5334,hr,Transportation programs funding
116,3736,hr,"Elections, voting, political campaign regulation"
116,3736,hr,"Government ethics and transparency, public corruption"
116,3736,hr,Government information and archives
116,3736,hr,Health information and medical records
116,3736,hr,Medical tests and diagnostic methods
116,3736,hr,"Presidents and presidential powers, Vice Presidents"
116,5498,hr,Civil actions and liability
116,5498,hr,Foreign and international corporations
116,5498,hr,Jurisdiction and venue
116,5498,hr,Licensing and registrations
116,5498,hr,Marine and inland water transportation
116,5498,hr,Worker safety and health
116,2836,hr,Assault and harassment offenses
116,2836,hr,Child safety and welfare
116,2836,hr,Congressional oversight
116,2836,hr,Crime prevention
116,2836,hr,Crime victims
116,2836,hr,Crimes against children
116,2836,hr,Crimes against women
116,2836,hr,"Criminal investigation, prosecution, interrogation"
116,2836,hr,Criminal justice information and records
116,2836,hr,Domestic violence and child abuse
116,2836,hr,Drug trafficking and controlled substances
116,2836,hr,El Salvador
116,2836,hr,Elementary and secondary education
116,2836,hr,Foreign aid and international relief
116,2836,hr,Guatemala
116,2836,hr,Honduras
116,2836,hr,Judicial procedure and administration
116,2836,hr,Juvenile crime and gang violence
116,2836,hr,Latin America
116,2836,hr,Law enforcement administration and funding
116,2836,hr,Lawyers and legal services
116,2836,hr,"Refugees, asylum, displaced persons"
116,2836,hr,Sex offenses
116,2836,hr,Violent crime
116,2836,hr,Women's rights
116,5218,hr,Ecology
116,5218,hr,"Environmental assessment, monitoring, research"
116,5218,hr,"Forests, forestry, trees"
116,5218,hr,Land use and conservation
116,5218,hr,Public contracts and procurement
116,5218,hr,Water quality
116,5218,hr,Wildlife conservation and habitat protection
116,8272,hr,Criminal procedure and sentencing
116,8272,hr,Emergency medical services and trauma care
116,8272,hr,Health facilities and institutions
116,7993,hr,Advisory bodies
116,7993,hr,"Bank accounts, deposits, capital"
116,7993,hr,Banking and financial institutions regulation
116,7993,hr,Business investment and capital
116,7993,hr,Cardiovascular and respiratory health
116,7993,hr,Community Development Financial Institutions Fund
116,7993,hr,Community life and organization
116,7993,hr,Congressional oversight
116,7993,hr,Department of the Treasury
116,7993,hr,Economic development
116,7993,hr,Emergency medical services and trauma care
116,7993,hr,Executive agency funding and structure
116,7993,hr,Federal Deposit Insurance Corporation (FDIC)
116,7993,hr,Federal Reserve System
116,7993,hr,Government information and archives
116,7993,hr,Government lending and loan guarantees
116,7993,hr,Housing and community development funding
116,7993,hr,Infectious and parasitic diseases
116,7993,hr,Minority and disadvantaged businesses
116,7993,hr,National Credit Union Administration
116,7993,hr,Poverty and welfare assistance
116,7993,hr,Securities
116,7993,hr,Small business
116,5375,hr,Alternative and renewable resources
116,5375,hr,Electric power generation and transmission
116,5375,hr,"Energy storage, supplies, demand"
116,5375,hr,Income tax credits
116,5375,hr,"Lighting, heating, cooling"
116,5375,hr,"Marine and coastal resources, fisheries"
116,3886,hr,Accounting and auditing
116,3886,hr,Administrative law and regulatory procedures
116,3886,hr,Business investment and capital
116,3886,hr,Corporate finance and management
116,3886,hr,Securities
116,3886,hr,Securities and Exchange Commission (SEC)
116,2800,hr,Administrative law and regulatory procedures
116,2800,hr,Consumer affairs
116,2800,hr,Environmental Protection Agency (EPA)
116,2800,hr,"Environmental assessment, monitoring, research"
116,2800,hr,Environmental regulatory procedures
116,2800,hr,Government information and archives
116,2800,hr,Hazardous wastes and toxic substances
116,2800,hr,Water quality
116,900,hr,Health care quality
116,900,hr,Health personnel
116,900,hr,Medicare
116,7743,hr,Administrative law and regulatory procedures
116,7743,hr,Advisory bodies
116,7743,hr,Census and government statistics
116,7743,hr,Department of Housing and Urban Development
116,7743,hr,Government information and archives
116,7743,hr,Housing and community development funding
116,7743,hr,Landlord and tenant
116,7743,hr,Legal fees and court costs
116,7743,hr,Research administration and funding
116,7743,hr,Right of privacy
116,7743,hr,"Social work, volunteer service, charitable organizations"
116,7743,hr,Specialized courts
116,7743,hr,State and local government operations
116,7104,hr,Cardiovascular and respiratory health
116,7104,hr,Congressional oversight
116,7104,hr,Emergency medical services and trauma care
116,7104,hr,"Government employee pay, benefits, personnel management"
116,7104,hr,Government studies and investigations
116,7104,hr,Health programs administration and funding
116,7104,hr,Health promotion and preventive care
116,7104,hr,"Health technology, devices, supplies"
116,7104,hr,Immunology and vaccination
116,7104,hr,Infectious and parasitic diseases
116,7104,hr,Manufacturing
116,7104,hr,Medical research
116,7104,hr,Research administration and funding
116,7104,hr,World health
116,2065,hr,Administrative law and regulatory procedures
116,2065,hr,Congressional oversight
116,2065,hr,Debt collection
116,2065,hr,Financial literacy
116,2065,hr,Government information and archives
116,2065,hr,Government lending and loan guarantees
116,2065,hr,Government studies and investigations
116,2065,hr,Higher education
116,2065,hr,"Interest, dividends, interest rates"
116,2065,hr,Internet and video services
116,2065,hr,"Internet, web applications, social media"
116,2065,hr,Marriage and family status
116,2065,hr,Public contracts and procurement
116,2065,hr,Student aid and college costs
116,2065,hr,"Tax administration and collection, taxpayers"
116,2065,hr,User charges and fees
116,2065,hr,Wages and earnings
116,8447,hr,Buy American requirements
116,8447,hr,Climate change and greenhouse gases
116,8447,hr,Government lending and loan guarantees
116,8447,hr,"Hybrid, electric, and advanced technology vehicles"
116,8447,hr,Public transit
116,8447,hr,Transportation programs funding
116,7832,hr,Congressional tributes
116,7832,hr,"Government buildings, facilities, and property"
116,7832,hr,Postal service
116,7832,hr,Texas
116,5013,hr,Administrative law and regulatory procedures
116,5013,hr,Consumer Financial Protection Bureau
116,5013,hr,Consumer credit
116,5013,hr,Debt collection
116,5013,hr,Small business
116,3206,hr,Asia
116,3206,hr,"Energy storage, supplies, demand"
116,3206,hr,Europe
116,3206,hr,Foreign property
116,3206,hr,Germany
116,3206,hr,Marine and inland water transportation
116,3206,hr,Oil and gas
116,3206,hr,Pipelines
116,3206,hr,"Presidents and presidential powers, Vice Presidents"
116,3206,hr,Russia
116,3206,hr,Sanctions
116,3206,hr,Turkey
116,3206,hr,Ukraine
116,3206,hr,Visas and passports
116,3206,hr,War and emergency powers
116,118,hr,Administrative law and regulatory procedures
116,118,hr,Civil actions and liability
116,118,hr,Congressional elections
116,118,hr,Congressional oversight
116,118,hr,"Elections, voting, political campaign regulation"
116,118,hr,Federal Election Commission (FEC)
116,118,hr,Legal fees and court costs
116,118,hr,Public transit
116,118,hr,State and local government operations
116,118,hr,Voting rights
116,5093,hr,Building construction
116,5093,hr,California
116,5093,hr,Department of Veterans Affairs
116,5093,hr,Executive agency funding and structure
116,5093,hr,"Government buildings, facilities, and property"
116,5093,hr,Health facilities and institutions
116,5093,hr,Land use and conservation
116,5093,hr,Veterans' medical care
116,2282,hr,Business ethics
116,2282,hr,Health care quality
116,2282,hr,Health personnel
116,2282,hr,Medical ethics
116,2282,hr,Medicare
116,8946,hr,Alternative and renewable resources
116,8946,hr,Architecture
116,8946,hr,Cardiovascular and respiratory health
116,8946,hr,Community life and organization
116,8946,hr,Congressional oversight
116,8946,hr,Crime victims
116,8946,hr,Economic development
116,8946,hr,Emergency medical services and trauma care
116,8946,hr,Employee hiring
116,8946,hr,Energy efficiency and conservation
116,8946,hr,Environmental health
116,8946,hr,"Food supply, safety, and labeling"
116,8946,hr,Government trust funds
116,8946,hr,Health facilities and institutions
116,8946,hr,Health programs administration and funding
116,8946,hr,Health promotion and preventive care
116,8946,hr,Historic sites and heritage areas
116,8946,hr,Housing and community development funding
116,8946,hr,Housing supply and affordability
116,8946,hr,Indian social and development programs
116,8946,hr,Infectious and parasitic diseases
116,8946,hr,Land use and conservation
116,8946,hr,Low- and moderate-income housing
116,8946,hr,Minnesota
116,8946,hr,Minority and disadvantaged businesses
116,8946,hr,Monuments and memorials
116,8946,hr,"Parks, recreation areas, trails"
116,8946,hr,Poverty and welfare assistance
116,8946,hr,Protest and dissent
116,8946,hr,Racial and ethnic relations
116,8946,hr,Self-employed
116,8946,hr,Small business
116,8946,hr,"Social work, volunteer service, charitable organizations"
116,8946,hr,State and local finance
116,8946,hr,U.S. territories and protectorates
116,8946,hr,Women in business
116,803,hr,Medicare
116,803,hr,Prescription drugs
116,7475,hr,Cardiovascular and respiratory health
116,7475,hr,Emergency medical services and trauma care
116,7475,hr,"Government employee pay, benefits, personnel management"
116,7475,hr,Health care costs and insurance
116,7475,hr,Health care coverage and access
116,7475,hr,Infectious and parasitic diseases
116,3980,hr,Criminal procedure and sentencing
116,3980,hr,Judicial procedure and administration
116,3578,hr,Academic performance and assessments
116,3578,hr,Congressional oversight
116,3578,hr,Education programs funding
116,3578,hr,Government information and archives
116,3578,hr,Higher education
116,3578,hr,Performance measurement
116,3578,hr,School administration
116,3578,hr,Student records
116,3048,hr,Advisory bodies
116,3048,hr,Education programs funding
116,3048,hr,Elementary and secondary education
116,3048,hr,Fires
116,3048,hr,First responders and emergency personnel
116,3048,hr,"Forests, forestry, trees"
116,3048,hr,Land use and conservation
116,3048,hr,Property tax
116,3048,hr,Public contracts and procurement
116,3048,hr,State and local finance
116,3048,hr,State and local taxation
116,8133,hr,Congressional oversight
116,8133,hr,Criminal justice information and records
116,8133,hr,Criminal procedure and sentencing
116,8133,hr,Judicial review and appeals
116,8133,hr,Lawyers and legal services
116,4164,hr,Intellectual property
116,4164,hr,Labor standards
116,4164,hr,Licensing and registrations
116,4164,hr,Small business
116,5945,hr,Criminal procedure and sentencing
116,5945,hr,Disability assistance
116,5945,hr,Government information and archives
116,5945,hr,Military personnel and dependents
116,5945,hr,Personnel records
116,5945,hr,Poverty and welfare assistance
116,5080,hr,Crime victims
116,5080,hr,Crimes against children
116,5080,hr,Criminal justice information and records
116,5080,hr,Criminal procedure and sentencing
116,5080,hr,Drug trafficking and controlled substances
116,5080,hr,Evidence and witnesses
116,5080,hr,Human trafficking
116,5080,hr,Sex offenses
116,2503,hr,Child health
116,2503,hr,Child safety and welfare
116,2503,hr,Domestic violence and child abuse
116,2503,hr,Employment and training programs
116,2503,hr,Family services
116,2503,hr,Government information and archives
116,2503,hr,Government studies and investigations
116,2503,hr,Indian social and development programs
116,2503,hr,Intergovernmental relations
116,2503,hr,Mental health
116,871,hr,Historical and cultural resources
116,871,hr,Land transfers
116,871,hr,Monuments and memorials
116,871,hr,"Parks, recreation areas, trails"
116,871,hr,Utah
116,871,hr,"Wilderness and natural areas, wildlife refuges, wild rivers, habitats"
116,4036,hr,Emergency medical services and trauma care
116,4036,hr,Employee benefits and pensions
116,4036,hr,Fires
116,4036,hr,First responders and emergency personnel
116,4036,hr,Health personnel
116,4036,hr,Income tax deferral
116,4036,hr,"Social work, volunteer service, charitable organizations"
116,3929,hr,Access Board
116,3929,hr,Administrative law and regulatory procedures
116,3929,hr,Civil actions and liability
116,3929,hr,Consumer affairs
116,3929,hr,Disability and health-based discrimination
116,3929,hr,Disability and paralysis
116,3929,hr,"Drug safety, medical device, and laboratory regulation"
116,3929,hr,Food and Drug Administration (FDA)
116,3929,hr,Government studies and investigations
116,3929,hr,Manufacturing
116,6642,hr,Cardiovascular and respiratory health
116,6642,hr,Civil actions and liability
116,6642,hr,Emergency medical services and trauma care
116,6642,hr,Federal appellate courts
116,6642,hr,Federal district courts
116,6642,hr,Government information and archives
116,6642,hr,Infectious and parasitic diseases
116,6642,hr,Internet and video services
116,6642,hr,"Internet, web applications, social media"
116,6642,hr,Judicial procedure and administration
116,6642,hr,Telephone and wireless communication
116,6358,hr,Cardiovascular and respiratory health
116,6358,hr,Economic performance and conditions
116,6358,hr,Emergency medical services and trauma care
116,6358,hr,Health programs administration and funding
116,6358,hr,Health promotion and preventive care
116,6358,hr,Housing and community development funding
116,6358,hr,Housing supply and affordability
116,6358,hr,Infectious and parasitic diseases
116,6358,hr,Public participation and lobbying
116,3169,hr,Consumer affairs
116,3169,hr,Government information and archives
116,3169,hr,Product safety and quality
116,7527,hr,Aging
116,7527,hr,Business expenses
116,7527,hr,Business investment and capital
116,7527,hr,Cardiovascular and respiratory health
116,7527,hr,Community life and organization
116,7527,hr,Congressional oversight
116,7527,hr,"Drug safety, medical device, and laboratory regulation"
116,7527,hr,Economic development
116,7527,hr,Emergency medical services and trauma care
116,7527,hr,Government studies and investigations
116,7527,hr,"Health technology, devices, supplies"
116,7527,hr,Housing and community development funding
116,7527,hr,Immunology and vaccination
116,7527,hr,Income tax credits
116,7527,hr,Income tax deductions
116,7527,hr,Industrial facilities
116,7527,hr,Infectious and parasitic diseases
116,7527,hr,Manufacturing
116,7527,hr,Medical research
116,7527,hr,Medical tests and diagnostic methods
116,7527,hr,Minority and disadvantaged businesses
116,7527,hr,Minority health
116,7527,hr,Poverty and welfare assistance
116,7527,hr,Public-private cooperation
116,7527,hr,Research administration and funding
116,7527,hr,Research and development
116,7527,hr,Strategic materials and reserves
116,7527,hr,Unemployment
116,7527,hr,Veterans' medical care
116,7527,hr,Wages and earnings
116,5041,hr,Crime prevention
116,5041,hr,Domestic violence and child abuse
116,5041,hr,Family services
116,5041,hr,Health programs administration and funding
116,4709,hr,Motor vehicles
116,4709,hr,Product safety and quality
116,4709,hr,Transportation programs funding
116,4709,hr,Transportation safety and security
116,2250,hr,Air quality
116,2250,hr,California
116,2250,hr,Climate change and greenhouse gases
116,2250,hr,Congressional oversight
116,2250,hr,Crimes against animals and natural resources
116,2250,hr,Ecology
116,2250,hr,Economic development
116,2250,hr,Emergency planning and evacuation
116,2250,hr,Endangered and threatened species
116,2250,hr,"Environmental assessment, monitoring, research"
116,2250,hr,Fires
116,2250,hr,Fishes
116,2250,hr,Floods and storm protection
116,2250,hr,"Forests, forestry, trees"
116,2250,hr,Government studies and investigations
116,2250,hr,Historical and cultural resources
116,2250,hr,Hunting and fishing
116,2250,hr,Indian lands and resources rights
116,2250,hr,Insects
116,2250,hr,Lakes and rivers
116,2250,hr,Land transfers
116,2250,hr,Land use and conservation
116,2250,hr,Livestock
116,2250,hr,"Marine and coastal resources, fisheries"
116,2250,hr,Motor vehicles
116,2250,hr,Outdoor recreation
116,2250,hr,"Parks, recreation areas, trails"
116,2250,hr,Pedestrians and bicycling
116,2250,hr,Public-private cooperation
116,2250,hr,Research and development
116,2250,hr,Roads and highways
116,2250,hr,Water quality
116,2250,hr,"Wilderness and natural areas, wildlife refuges, wild rivers, habitats"
116,2250,hr,Wildlife conservation and habitat protection
116,8019,hr,Administrative law and regulatory procedures
116,8019,hr,Advisory bodies
116,8019,hr,Air quality
116,8019,hr,Budget process
116,8019,hr,Climate change and greenhouse gases
116,8019,hr,Congressional Budget Office (CBO)
116,8019,hr,Congressional agencies
116,8019,hr,Congressional officers and employees
116,8019,hr,Congressional-executive branch relations
116,8019,hr,Due process and equal protection
116,8019,hr,Economic performance and conditions
116,8019,hr,"Environmental assessment, monitoring, research"
116,8019,hr,Environmental health
116,8019,hr,Environmental regulatory procedures
116,8019,hr,Executive Office of the President
116,8019,hr,Executive agency funding and structure
116,8019,hr,"Government employee pay, benefits, personnel management"
116,8019,hr,Government information and archives
116,8019,hr,Judicial review and appeals
116,8019,hr,Legislative rules and procedure
116,8019,hr,Office of Management and Budget (OMB)
116,8019,hr,Public participation and lobbying
116,8019,hr,Racial and ethnic relations
116,8019,hr,Research administration and funding
116,7101,hr,Administrative law and regulatory procedures
116,7101,hr,Department of Defense
116,7101,hr,Employee leave
116,7101,hr,Family relationships
116,7101,hr,Military personnel and dependents
116,4190,hr,Congressional oversight
116,4190,hr,Crime victims
116,4190,hr,Criminal justice information and records
116,4190,hr,Department of Justice
116,4190,hr,Terrorism
116,7148,hr,Advanced technology and technological innovations
116,7148,hr,Asia
116,7148,hr,China
116,7148,hr,Congressional oversight
116,7148,hr,"Diplomacy, foreign officials, Americans abroad"
116,7148,hr,Foreign aid and international relief
116,7148,hr,Intellectual property
116,7148,hr,"Intelligence activities, surveillance, classified information"
116,7148,hr,International organizations and cooperation
116,7148,hr,Israel
116,7148,hr,Middle East
116,7148,hr,"Military assistance, sales, and agreements"
116,7148,hr,Military operations and strategy
116,7148,hr,"Military procurement, research, weapons development"
116,7148,hr,Public-private cooperation
116,7148,hr,Research and development
116,7148,hr,Russia
116,5875,hr,Firearms and explosives
116,5875,hr,Military personnel and dependents
116,2974,hr,Education programs funding
116,2974,hr,Elementary and secondary education
116,2974,hr,Financial literacy
116,2974,hr,"Teaching, teachers, curricula"
116,7541,hr,Congressional oversight
116,7541,hr,Health care quality
116,7541,hr,Health programs administration and funding
116,7541,hr,Medical education
116,7541,hr,Medical tests and diagnostic methods
116,7541,hr,Mental health
116,7541,hr,Performance measurement
116,7541,hr,Veterans' medical care
116,2804,hr,Government trust funds
116,2804,hr,Roads and highways
116,2804,hr,Sales and excise taxes
116,2804,hr,Transportation programs funding
116,629,hr,Civil actions and liability
116,629,hr,Licensing and registrations
116,629,hr,"Marine and coastal resources, fisheries"
116,629,hr,Marine and inland water transportation
116,1890,hr,Government studies and investigations
116,1890,hr,Infrastructure development
116,1890,hr,Roads and highways
116,1890,hr,State and local government operations
116,1890,hr,Transportation costs
116,1890,hr,Transportation programs funding
116,1725,hr,Digital media
116,1725,hr,Internet and video services
116,1725,hr,"Internet, web applications, social media"
116,1725,hr,Sales and excise taxes
116,1725,hr,State and local taxation
116,1725,hr,"Tax administration and collection, taxpayers"
116,1567,hr,Agricultural conservation and pollution
116,1567,hr,Congressional oversight
116,1567,hr,"Environmental assessment, monitoring, research"
116,1567,hr,Fires
116,1567,hr,Government studies and investigations
116,1567,hr,Hazardous wastes and toxic substances
116,1567,hr,Land transfers
116,1567,hr,Military facilities and property
116,1567,hr,Water quality
116,1567,hr,Water use and supply
116,3641,hr,Administrative remedies
116,3641,hr,Civil actions and liability
116,3641,hr,Financial services and investments
116,3641,hr,Fraud offenses and financial crimes
116,3641,hr,Securities
116,956,hr,Abortion
116,956,hr,Civil actions and liability
116,956,hr,"Criminal investigation, prosecution, interrogation"
116,5843,hr,Congressional oversight
116,5843,hr,Department of Justice
116,5843,hr,Department of Veterans Affairs
116,5843,hr,Evidence and witnesses
116,5843,hr,"Government employee pay, benefits, personnel management"
116,5843,hr,Government studies and investigations
116,1699,hr,Caribbean area
116,1699,hr,Commemorative events and holidays
116,1699,hr,U.S. history
116,1699,hr,U.S. territories and protectorates
116,1699,hr,Virgin Islands
116,1107,hr,Private Legislation
116,8176,hr,"Bank accounts, deposits, capital"
116,8176,hr,Financial services and investments
116,8176,hr,Government information and archives
116,8176,hr,Housing finance and home ownership
116,8176,hr,Income tax exclusion
116,8176,hr,Inflation and prices
116,8176,hr,State and local government operations
116,8176,hr,Transfer and inheritance taxes
116,6892,hr,Economic performance and conditions
116,6892,hr,Educational facilities and institutions
116,6892,hr,Federal Reserve System
116,6892,hr,Government lending and loan guarantees
116,6892,hr,Small business
116,5695,hr,Administrative law and regulatory procedures
116,5695,hr,Business records
116,5695,hr,Department of the Interior
116,5695,hr,Government information and archives
116,5695,hr,Government studies and investigations
116,5695,hr,Manufacturing
116,5695,hr,"Marine and coastal resources, fisheries"
116,5695,hr,Oil and gas
116,7246,hr,Alliances
116,7246,hr,Collective security
116,7246,hr,Congressional oversight
116,7246,hr,Defense spending
116,7246,hr,"Diplomacy, foreign officials, Americans abroad"
116,7246,hr,Europe
116,7246,hr,Foreign aid and international relief
116,7246,hr,Germany
116,7246,hr,International law and treaties
116,7246,hr,International organizations and cooperation
116,7246,hr,"Military assistance, sales, and agreements"
116,7246,hr,Military facilities and property
116,7246,hr,Military operations and strategy
116,7246,hr,"Presidents and presidential powers, Vice Presidents"
116,7246,hr,Russia
116,6035,hr,Administrative law and regulatory procedures
116,6035,hr,Department of the Interior
116,6035,hr,Endangered and threatened species
116,6035,hr,Mammals
116,5021,hr,Administrative law and regulatory procedures
116,5021,hr,Congressional oversight
116,5021,hr,Consumer Financial Protection Bureau
116,5021,hr,Consumer credit
116,5021,hr,Debt collection
116,5021,hr,Telephone and wireless communication
116,5858,hr,Cancer
116,5858,hr,Congressional oversight
116,5858,hr,Government studies and investigations
116,5858,hr,Medical research
116,5858,hr,Medical tests and diagnostic methods
116,5858,hr,Military medicine
116,5858,hr,Military personnel and dependents
116,7659,hr,Cardiovascular and respiratory health
116,7659,hr,Emergency medical services and trauma care
116,7659,hr,Health care costs and insurance
116,7659,hr,Health care coverage and access
116,7659,hr,"Health technology, devices, supplies"
116,7659,hr,Infectious and parasitic diseases
116,7659,hr,Internet and video services
116,7659,hr,"Internet, web applications, social media"
116,7659,hr,Medical tests and diagnostic methods
116,7659,hr,Medicare
116,7659,hr,Telephone and wireless communication
116,2242,hr,Disaster relief and insurance
116,2242,hr,Floods and storm protection
116,2242,hr,"Government buildings, facilities, and property"
116,2242,hr,Solid waste and recycling
116,2242,hr,State and local finance
116,1648,hr,Administrative remedies
116,1648,hr,Advisory bodies
116,1648,hr,Computer security and identity theft
116,1648,hr,Department of Commerce
116,1648,hr,Government information and archives
116,1648,hr,Small Business Administration
116,1648,hr,Small business
116,7581,hr,Congressional oversight
116,7581,hr,Congressional-executive branch relations
116,7581,hr,Corporate finance and management
116,7581,hr,Family relationships
116,7581,hr,Federal officials
116,7581,hr,Financial services and investments
116,7581,hr,"Government ethics and transparency, public corruption"
116,7581,hr,Securities
116,7295,hr,Cardiovascular and respiratory health
116,7295,hr,Emergency medical services and trauma care
116,7295,hr,Higher education
116,7295,hr,Income tax credits
116,7295,hr,Infectious and parasitic diseases
116,7295,hr,Student aid and college costs
116,7295,hr,"Tax administration and collection, taxpayers"
116,965,hr,Civil actions and liability
116,965,hr,"Drug safety, medical device, and laboratory regulation"
116,965,hr,Licensing and registrations
116,965,hr,Prescription drugs
116,965,hr,Product development and innovation
116,8618,hr,"Interest, dividends, interest rates"
116,8618,hr,Property tax
116,8618,hr,State and local taxation
116,8618,hr,User charges and fees
116,6061,hr,Administrative law and regulatory procedures
116,6061,hr,Census and government statistics
116,6061,hr,Congressional oversight
116,6061,hr,Correctional facilities and imprisonment
116,6061,hr,"Criminal investigation, prosecution, interrogation"
116,6061,hr,Criminal justice information and records
116,6061,hr,Criminal procedure and sentencing
116,6061,hr,Detention of persons
116,6061,hr,Employment and training programs
116,6061,hr,Government studies and investigations
116,6061,hr,"Interest, dividends, interest rates"
116,6061,hr,Judicial procedure and administration
116,6061,hr,National and community service
116,6061,hr,State and local courts
116,6061,hr,User charges and fees
116,6061,hr,Voting rights
116,1605,hr,"Bank accounts, deposits, capital"
116,1605,hr,Education programs funding
116,1605,hr,Elementary and secondary education
116,1605,hr,Income tax exclusion
116,1605,hr,Military personnel and dependents
116,1605,hr,Student aid and college costs
116,2622,hr,Coal
116,2622,hr,Electric power generation and transmission
116,2622,hr,Income tax credits
116,6364,hr,Computers and information technology
116,6364,hr,Evidence and witnesses
116,6364,hr,Federal appellate courts
116,6364,hr,Federal district courts
116,6364,hr,Internet and video services
116,6364,hr,"Internet, web applications, social media"
116,6364,hr,Judicial procedure and administration
116,6364,hr,State and local courts
116,6364,hr,State and local government operations
116,2366,hr,Correctional facilities and imprisonment
116,2366,hr,Criminal procedure and sentencing
116,2366,hr,Wages and earnings
116,1798,hr,Employee benefits and pensions
116,1798,hr,Government lending and loan guarantees
116,1798,hr,Higher education
116,1798,hr,Income tax deductions
116,1798,hr,Income tax exclusion
116,1798,hr,"Interest, dividends, interest rates"
116,1798,hr,Student aid and college costs
116,1798,hr,Wages and earnings
116,7725,hr,Family relationships
116,7725,hr,Family services
116,7725,hr,"Separation, divorce, custody, support"
116,7725,hr,State and local finance
116,4936,hr,"Drug, alcohol, tobacco use"
116,4936,hr,Employment and training programs
116,4936,hr,Homelessness and emergency shelter
116,4936,hr,Housing and community development funding
116,4936,hr,Mental health
116,4936,hr,Performance measurement
116,4936,hr,Service animals
116,3453,hr,Department of Health and Human Services
116,3453,hr,Executive agency funding and structure
116,3453,hr,Government trust funds
116,3453,hr,Health
116,3453,hr,Health programs administration and funding
116,3453,hr,Health promotion and preventive care
116,3453,hr,Medical research
116,3453,hr,National Institutes of Health (NIH)
116,3453,hr,Neurological disorders
116,3453,hr,Research administration and funding
116,3453,hr,"Tax administration and collection, taxpayers"
116,4185,hr,Arms control and nonproliferation
116,4185,hr,Congressional oversight
116,4185,hr,Defense spending
116,4185,hr,Nuclear weapons
116,5949,hr,Criminal justice information and records
116,5949,hr,Firearms and explosives
116,5949,hr,Government information and archives
116,5744,hr,Electric power generation and transmission
116,5744,hr,"Environmental assessment, monitoring, research"
116,5744,hr,"Forests, forestry, trees"
116,5744,hr,Land use and conservation
116,5744,hr,Property rights
116,5744,hr,Public utilities and utility rates
116,4265,hr,Child health
116,4265,hr,Elementary and secondary education
116,4265,hr,Food assistance and relief
116,4265,hr,Nutrition and diet
116,3566,hr,Administrative law and regulatory procedures
116,3566,hr,Disability assistance
116,3566,hr,Government trust funds
116,3566,hr,Health information and medical records
116,3566,hr,Medical tests and diagnostic methods
116,3566,hr,Social Security Administration
116,6590,hr,Cardiovascular and respiratory health
116,6590,hr,Consumer credit
116,6590,hr,Debt collection
116,6590,hr,Emergency medical services and trauma care
116,6590,hr,Infectious and parasitic diseases
116,6590,hr,"Interest, dividends, interest rates"
116,6590,hr,User charges and fees
116,6590,hr,"Veterans' loans, housing, homeless programs"
116,6590,hr,Veterans' medical care
116,6590,hr,Veterans' pensions and compensation
116,5739,hr,Disability assistance
116,5739,hr,Veterans' pensions and compensation
116,3698,hr,"Broadcasting, cable, digital technologies"
116,3698,hr,Business records
116,3698,hr,Government information and archives
116,3698,hr,Television and film
116,6822,hr,Cardiovascular and respiratory health
116,6822,hr,Congressional oversight
116,6822,hr,Emergency medical services and trauma care
116,6822,hr,Health personnel
116,6822,hr,Immunology and vaccination
116,6822,hr,Infectious and parasitic diseases
