raceId,year,round,circuitId,race_name,date,time,url,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time
303,1992,15,22,Japanese Grand Prix,1992-10-25,\N,http://en.wikipedia.org/wiki/1992_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
304,1992,16,29,Australian Grand Prix,1992-11-08,\N,http://en.wikipedia.org/wiki/1992_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
305,1991,1,33,United States Grand Prix,1991-03-10,\N,http://en.wikipedia.org/wiki/1991_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
306,1991,2,18,Brazilian Grand Prix,1991-03-24,\N,http://en.wikipedia.org/wiki/1991_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
307,1991,3,21,San Marino Grand Prix,1991-04-28,\N,http://en.wikipedia.org/wiki/1991_San_Marino_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
308,1991,4,6,Monaco Grand Prix,1991-05-12,\N,http://en.wikipedia.org/wiki/1991_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
309,1991,5,7,Canadian Grand Prix,1991-06-02,\N,http://en.wikipedia.org/wiki/1991_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
310,1991,6,32,Mexican Grand Prix,1991-06-16,\N,http://en.wikipedia.org/wiki/1991_Mexican_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
311,1991,7,8,French Grand Prix,1991-07-07,\N,http://en.wikipedia.org/wiki/1991_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
312,1991,8,9,British Grand Prix,1991-07-14,\N,http://en.wikipedia.org/wiki/1991_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
313,1991,9,10,German Grand Prix,1991-07-28,\N,http://en.wikipedia.org/wiki/1991_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
314,1991,10,11,Hungarian Grand Prix,1991-08-11,\N,http://en.wikipedia.org/wiki/1991_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
315,1991,11,13,Belgian Grand Prix,1991-08-25,\N,http://en.wikipedia.org/wiki/1991_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
316,1991,12,14,Italian Grand Prix,1991-09-08,\N,http://en.wikipedia.org/wiki/1991_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
317,1991,13,27,Portuguese Grand Prix,1991-09-22,\N,http://en.wikipedia.org/wiki/1991_Portuguese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
318,1991,14,4,Spanish Grand Prix,1991-09-29,\N,http://en.wikipedia.org/wiki/1991_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
319,1991,15,22,Japanese Grand Prix,1991-10-20,\N,http://en.wikipedia.org/wiki/1991_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
320,1991,16,29,Australian Grand Prix,1991-11-03,\N,http://en.wikipedia.org/wiki/1991_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
321,1990,1,33,United States Grand Prix,1990-03-11,\N,http://en.wikipedia.org/wiki/1990_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
322,1990,2,18,Brazilian Grand Prix,1990-03-25,\N,http://en.wikipedia.org/wiki/1990_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
323,1990,3,21,San Marino Grand Prix,1990-05-13,\N,http://en.wikipedia.org/wiki/1990_San_Marino_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
324,1990,4,6,Monaco Grand Prix,1990-05-27,\N,http://en.wikipedia.org/wiki/1990_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
325,1990,5,7,Canadian Grand Prix,1990-06-10,\N,http://en.wikipedia.org/wiki/1990_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
326,1990,6,32,Mexican Grand Prix,1990-06-24,\N,http://en.wikipedia.org/wiki/1990_Mexican_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
327,1990,7,34,French Grand Prix,1990-07-08,\N,http://en.wikipedia.org/wiki/1990_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
328,1990,8,9,British Grand Prix,1990-07-15,\N,http://en.wikipedia.org/wiki/1990_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
329,1990,9,10,German Grand Prix,1990-07-29,\N,http://en.wikipedia.org/wiki/1990_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
330,1990,10,11,Hungarian Grand Prix,1990-08-12,\N,http://en.wikipedia.org/wiki/1990_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
331,1990,11,13,Belgian Grand Prix,1990-08-26,\N,http://en.wikipedia.org/wiki/1990_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
332,1990,12,14,Italian Grand Prix,1990-09-09,\N,http://en.wikipedia.org/wiki/1990_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
333,1990,13,27,Portuguese Grand Prix,1990-09-23,\N,http://en.wikipedia.org/wiki/1990_Portuguese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
334,1990,14,26,Spanish Grand Prix,1990-09-30,\N,http://en.wikipedia.org/wiki/1990_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
335,1990,15,22,Japanese Grand Prix,1990-10-21,\N,http://en.wikipedia.org/wiki/1990_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
336,1990,16,29,Australian Grand Prix,1990-11-04,\N,http://en.wikipedia.org/wiki/1990_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
337,2010,1,3,Bahrain Grand Prix,2010-03-14,12:00:00,http://en.wikipedia.org/wiki/2010_Bahrain_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
338,2010,2,1,Australian Grand Prix,2010-03-28,06:00:00,http://en.wikipedia.org/wiki/2010_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
339,2010,3,2,Malaysian Grand Prix,2010-04-04,08:00:00,http://en.wikipedia.org/wiki/2010_Malaysian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
340,2010,4,17,Chinese Grand Prix,2010-04-18,06:00:00,http://en.wikipedia.org/wiki/2010_Chinese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
341,2010,5,4,Spanish Grand Prix,2010-05-09,12:00:00,http://en.wikipedia.org/wiki/2010_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
342,2010,6,6,Monaco Grand Prix,2010-05-16,12:00:00,http://en.wikipedia.org/wiki/2010_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
343,2010,7,5,Turkish Grand Prix,2010-05-30,11:00:00,http://en.wikipedia.org/wiki/2010_Turkish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
344,2010,8,7,Canadian Grand Prix,2010-06-13,16:00:00,http://en.wikipedia.org/wiki/2010_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
345,2010,9,12,European Grand Prix,2010-06-27,12:00:00,http://en.wikipedia.org/wiki/2010_European_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
346,2010,10,9,British Grand Prix,2010-07-11,12:00:00,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
347,2010,11,10,German Grand Prix,2010-07-25,12:00:00,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
348,2010,12,11,Hungarian Grand Prix,2010-08-01,12:00:00,http://en.wikipedia.org/wiki/2010_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
349,2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
350,2010,14,14,Italian Grand Prix,2010-09-12,12:00:00,http://en.wikipedia.org/wiki/2010_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
351,2010,15,15,Singapore Grand Prix,2010-09-26,12:00:00,http://en.wikipedia.org/wiki/2010_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
352,2010,16,22,Japanese Grand Prix,2010-10-10,06:00:00,http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
353,2010,17,35,Korean Grand Prix,2010-10-24,05:00:00,http://en.wikipedia.org/wiki/2010_Korean_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
354,2010,18,18,Brazilian Grand Prix,2010-11-07,16:00:00,http://en.wikipedia.org/wiki/2010_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
355,2010,19,24,Abu Dhabi Grand Prix,2010-11-14,13:00:00,http://en.wikipedia.org/wiki/2010_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
356,1989,1,36,Brazilian Grand Prix,1989-03-26,\N,http://en.wikipedia.org/wiki/1989_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
357,1989,2,21,San Marino Grand Prix,1989-04-23,\N,http://en.wikipedia.org/wiki/1989_San_Marino_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
358,1989,3,6,Monaco Grand Prix,1989-05-07,\N,http://en.wikipedia.org/wiki/1989_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
359,1989,4,32,Mexican Grand Prix,1989-05-28,\N,http://en.wikipedia.org/wiki/1989_Mexican_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
360,1989,5,33,United States Grand Prix,1989-06-04,\N,http://en.wikipedia.org/wiki/1989_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
361,1989,6,7,Canadian Grand Prix,1989-06-18,\N,http://en.wikipedia.org/wiki/1989_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
362,1989,7,34,French Grand Prix,1989-07-09,\N,http://en.wikipedia.org/wiki/1989_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
363,1989,8,9,British Grand Prix,1989-07-16,\N,http://en.wikipedia.org/wiki/1989_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
364,1989,9,10,German Grand Prix,1989-07-30,\N,http://en.wikipedia.org/wiki/1989_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
365,1989,10,11,Hungarian Grand Prix,1989-08-13,\N,http://en.wikipedia.org/wiki/1989_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
366,1989,11,13,Belgian Grand Prix,1989-08-27,\N,http://en.wikipedia.org/wiki/1989_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
367,1989,12,14,Italian Grand Prix,1989-09-10,\N,http://en.wikipedia.org/wiki/1989_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
368,1989,13,27,Portuguese Grand Prix,1989-09-24,\N,http://en.wikipedia.org/wiki/1989_Portuguese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
369,1989,14,26,Spanish Grand Prix,1989-10-01,\N,http://en.wikipedia.org/wiki/1989_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
370,1989,15,22,Japanese Grand Prix,1989-10-22,\N,http://en.wikipedia.org/wiki/1989_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
371,1989,16,29,Australian Grand Prix,1989-11-05,\N,http://en.wikipedia.org/wiki/1989_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
372,1988,1,36,Brazilian Grand Prix,1988-04-03,\N,http://en.wikipedia.org/wiki/1988_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
373,1988,2,21,San Marino Grand Prix,1988-05-01,\N,http://en.wikipedia.org/wiki/1988_San_Marino_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
374,1988,3,6,Monaco Grand Prix,1988-05-15,\N,http://en.wikipedia.org/wiki/1988_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
375,1988,4,32,Mexican Grand Prix,1988-05-29,\N,http://en.wikipedia.org/wiki/1988_Mexican_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
376,1988,5,7,Canadian Grand Prix,1988-06-12,\N,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
377,1988,6,37,Detroit Grand Prix,1988-06-19,\N,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
378,1988,7,34,French Grand Prix,1988-07-03,\N,http://en.wikipedia.org/wiki/1988_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
379,1988,8,9,British Grand Prix,1988-07-10,\N,http://en.wikipedia.org/wiki/1988_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
380,1988,9,10,German Grand Prix,1988-07-24,\N,http://en.wikipedia.org/wiki/1988_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
381,1988,10,11,Hungarian Grand Prix,1988-08-07,\N,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
382,1988,11,13,Belgian Grand Prix,1988-08-28,\N,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
383,1988,12,14,Italian Grand Prix,1988-09-11,\N,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
384,1988,13,27,Portuguese Grand Prix,1988-09-25,\N,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
385,1988,14,26,Spanish Grand Prix,1988-10-02,\N,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
386,1988,15,22,Japanese Grand Prix,1988-10-30,\N,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
387,1988,16,29,Australian Grand Prix,1988-11-13,\N,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
388,1987,1,36,Brazilian Grand Prix,1987-04-12,\N,http://en.wikipedia.org/wiki/1987_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
389,1987,2,21,San Marino Grand Prix,1987-05-03,\N,http://en.wikipedia.org/wiki/1987_San_Marino_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
390,1987,3,13,Belgian Grand Prix,1987-05-17,\N,http://en.wikipedia.org/wiki/1987_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
391,1987,4,6,Monaco Grand Prix,1987-05-31,\N,http://en.wikipedia.org/wiki/1987_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
392,1987,5,37,Detroit Grand Prix,1987-06-21,\N,http://en.wikipedia.org/wiki/1987_Detroit_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
393,1987,6,34,French Grand Prix,1987-07-05,\N,http://en.wikipedia.org/wiki/1987_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
394,1987,7,9,British Grand Prix,1987-07-12,\N,http://en.wikipedia.org/wiki/1987_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
395,1987,8,10,German Grand Prix,1987-07-26,\N,http://en.wikipedia.org/wiki/1987_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
396,1987,9,11,Hungarian Grand Prix,1987-08-09,\N,http://en.wikipedia.org/wiki/1987_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
397,1987,10,70,Austrian Grand Prix,1987-08-16,\N,http://en.wikipedia.org/wiki/1987_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
398,1987,11,14,Italian Grand Prix,1987-09-06,\N,http://en.wikipedia.org/wiki/1987_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
399,1987,12,27,Portuguese Grand Prix,1987-09-20,\N,http://en.wikipedia.org/wiki/1987_Portuguese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
400,1987,13,26,Spanish Grand Prix,1987-09-27,\N,http://en.wikipedia.org/wiki/1987_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
401,1987,14,32,Mexican Grand Prix,1987-10-18,\N,http://en.wikipedia.org/wiki/1987_Mexican_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
402,1987,15,22,Japanese Grand Prix,1987-11-01,\N,http://en.wikipedia.org/wiki/1987_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
403,1987,16,29,Australian Grand Prix,1987-11-15,\N,http://en.wikipedia.org/wiki/1987_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
404,1986,1,36,Brazilian Grand Prix,1986-03-23,\N,http://en.wikipedia.org/wiki/1986_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
405,1986,2,26,Spanish Grand Prix,1986-04-13,\N,http://en.wikipedia.org/wiki/1986_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
406,1986,3,21,San Marino Grand Prix,1986-04-27,\N,http://en.wikipedia.org/wiki/1986_San_Marino_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
407,1986,4,6,Monaco Grand Prix,1986-05-11,\N,http://en.wikipedia.org/wiki/1986_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
408,1986,5,13,Belgian Grand Prix,1986-05-25,\N,http://en.wikipedia.org/wiki/1986_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
409,1986,6,7,Canadian Grand Prix,1986-06-15,\N,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
410,1986,7,37,Detroit Grand Prix,1986-06-22,\N,http://en.wikipedia.org/wiki/1986_Detroit_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
411,1986,8,34,French Grand Prix,1986-07-06,\N,http://en.wikipedia.org/wiki/1986_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
412,1986,9,38,British Grand Prix,1986-07-13,\N,http://en.wikipedia.org/wiki/1986_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
413,1986,10,10,German Grand Prix,1986-07-27,\N,http://en.wikipedia.org/wiki/1986_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
414,1986,11,11,Hungarian Grand Prix,1986-08-10,\N,http://en.wikipedia.org/wiki/1986_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
415,1986,12,70,Austrian Grand Prix,1986-08-17,\N,http://en.wikipedia.org/wiki/1986_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
416,1986,13,14,Italian Grand Prix,1986-09-07,\N,http://en.wikipedia.org/wiki/1986_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
417,1986,14,27,Portuguese Grand Prix,1986-09-21,\N,http://en.wikipedia.org/wiki/1986_Portuguese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
418,1986,15,32,Mexican Grand Prix,1986-10-12,\N,http://en.wikipedia.org/wiki/1986_Mexican_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
419,1986,16,29,Australian Grand Prix,1986-10-26,\N,http://en.wikipedia.org/wiki/1986_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
420,1985,1,36,Brazilian Grand Prix,1985-04-07,\N,http://en.wikipedia.org/wiki/1985_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
421,1985,2,27,Portuguese Grand Prix,1985-04-21,\N,http://en.wikipedia.org/wiki/1985_Portuguese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
422,1985,3,21,San Marino Grand Prix,1985-05-05,\N,http://en.wikipedia.org/wiki/1985_San_Marino_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
423,1985,4,6,Monaco Grand Prix,1985-05-19,\N,http://en.wikipedia.org/wiki/1985_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
424,1985,5,7,Canadian Grand Prix,1985-06-16,\N,http://en.wikipedia.org/wiki/1985_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
425,1985,6,37,Detroit Grand Prix,1985-06-23,\N,http://en.wikipedia.org/wiki/1985_Detroit_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
426,1985,7,34,French Grand Prix,1985-07-07,\N,http://en.wikipedia.org/wiki/1985_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
427,1985,8,9,British Grand Prix,1985-07-21,\N,http://en.wikipedia.org/wiki/1985_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
428,1985,9,20,German Grand Prix,1985-08-04,\N,http://en.wikipedia.org/wiki/1985_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
429,1985,10,70,Austrian Grand Prix,1985-08-18,\N,http://en.wikipedia.org/wiki/1985_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
430,1985,11,39,Dutch Grand Prix,1985-08-25,\N,http://en.wikipedia.org/wiki/1985_Dutch_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
431,1985,12,14,Italian Grand Prix,1985-09-08,\N,http://en.wikipedia.org/wiki/1985_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
432,1985,13,13,Belgian Grand Prix,1985-09-15,\N,http://en.wikipedia.org/wiki/1985_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
433,1985,14,38,European Grand Prix,1985-10-06,\N,http://en.wikipedia.org/wiki/1985_European_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
434,1985,15,30,South African Grand Prix,1985-10-19,\N,http://en.wikipedia.org/wiki/1985_South_African_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
435,1985,16,29,Australian Grand Prix,1985-11-03,\N,http://en.wikipedia.org/wiki/1985_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
436,1984,1,36,Brazilian Grand Prix,1984-03-25,\N,http://en.wikipedia.org/wiki/1984_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
437,1984,2,30,South African Grand Prix,1984-04-07,\N,http://en.wikipedia.org/wiki/1984_South_African_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
438,1984,3,40,Belgian Grand Prix,1984-04-29,\N,http://en.wikipedia.org/wiki/1984_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
439,1984,4,21,San Marino Grand Prix,1984-05-06,\N,http://en.wikipedia.org/wiki/1984_San_Marino_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
440,1984,5,41,French Grand Prix,1984-05-20,\N,http://en.wikipedia.org/wiki/1984_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
441,1984,6,6,Monaco Grand Prix,1984-06-03,\N,http://en.wikipedia.org/wiki/1984_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
442,1984,7,7,Canadian Grand Prix,1984-06-17,\N,http://en.wikipedia.org/wiki/1984_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
443,1984,8,37,Detroit Grand Prix,1984-06-24,\N,http://en.wikipedia.org/wiki/1984_Detroit_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
444,1984,9,42,Dallas Grand Prix,1984-07-08,\N,http://en.wikipedia.org/wiki/1984_Dallas_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
445,1984,10,38,British Grand Prix,1984-07-22,\N,http://en.wikipedia.org/wiki/1984_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
446,1984,11,10,German Grand Prix,1984-08-05,\N,http://en.wikipedia.org/wiki/1984_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
447,1984,12,70,Austrian Grand Prix,1984-08-19,\N,http://en.wikipedia.org/wiki/1984_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
448,1984,13,39,Dutch Grand Prix,1984-08-26,\N,http://en.wikipedia.org/wiki/1984_Dutch_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
449,1984,14,14,Italian Grand Prix,1984-09-09,\N,http://en.wikipedia.org/wiki/1984_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
450,1984,15,20,European Grand Prix,1984-10-07,\N,http://en.wikipedia.org/wiki/1984_European_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
451,1984,16,27,Portuguese Grand Prix,1984-10-21,\N,http://en.wikipedia.org/wiki/1984_Portuguese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
452,1983,1,36,Brazilian Grand Prix,1983-03-13,\N,http://en.wikipedia.org/wiki/1983_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
453,1983,2,43,United States Grand Prix West,1983-03-27,\N,http://en.wikipedia.org/wiki/1983_United_States_Grand_Prix_West,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
454,1983,3,34,French Grand Prix,1983-04-17,\N,http://en.wikipedia.org/wiki/1983_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
